Unnamed: 0,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
2362,MS,F,18,R,GT3,T,1,1,other,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,no,yes,4,3,3,1,1,3,1.0,11,9,10
2363,GP,M,17,U,GT3,T,4,3,teacher,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,5,4,4,1,1,5,1.0,13,13,13
2364,GP,F,16,U,GT3,T,2,2,other,services,home,father,3,1,0,no,yes,no,no,yes,yes,yes,no,4,4,3,4,1,5,5.0,15,15,15
2365,GP,F,17,U,GT3,A,3,3,services,services,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,3,2,2,2,1,5,8.0,10,12,14
2366,GP,M,17,U,GT3,T,4,4,services,other,course,mother,1,2,1,no,yes,no,yes,no,no,yes,no,5,3,2,1,3,2,6.0,9,10,10
2367,GP,M,17,U,GT3,T,4,3,teacher,services,home,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,5,4,2,2,3,3,9.0,13,14,15
2368,MS,F,18,R,GT3,T,1,1,at_home,other,home,father,2,2,1,no,yes,no,no,no,yes,no,no,4,4,3,2,2,5,5.0,10,11,11
2369,GP,F,16,U,LE3,A,4,4,services,services,course,mother,4,2,0,no,no,no,no,yes,yes,yes,no,4,3,5,1,2,5,0.0,15,16,17
2370,MS,M,16,U,GT3,T,4,1,services,other,reputation,father,1,3,0,no,yes,no,no,yes,yes,no,no,1,4,3,3,4,4,1.0,12,12,13
2371,MS,M,18,U,GT3,T,3,2,health,services,course,father,1,3,0,no,yes,no,no,yes,yes,no,yes,5,3,2,2,1,4,2.0,17,16,16
2372,GP,F,18,U,GT3,T,4,4,services,teacher,course,mother,1,2,3,no,yes,no,no,yes,yes,yes,yes,4,5,3,3,2,5,15.0,8,9,10
2373,GP,F,19,U,GT3,T,2,2,other,other,home,mother,1,1,1,no,yes,no,yes,yes,yes,yes,yes,4,4,3,1,2,1,1.0,11,11,11
2374,GP,F,17,R,GT3,T,2,2,at_home,other,reputation,mother,3,1,0,no,yes,no,no,yes,yes,no,no,4,4,5,1,4,3,4.0,11,10,10
2375,MS,F,17,U,GT3,T,4,4,teacher,other,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,4,2,2,3,3,2,1.0,10,9,9
2376,GP,F,16,R,GT3,T,2,2,other,other,reputation,father,3,3,0,no,no,no,yes,yes,yes,yes,yes,4,4,5,2,3,4,3.0,10,8,10
2377,GP,M,17,U,GT3,T,4,4,other,services,reputation,father,1,2,0,no,yes,no,yes,yes,no,yes,no,3,2,4,2,2,5,9.0,9,11,11
2378,GP,M,18,U,GT3,T,4,4,health,health,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,yes,3,4,2,2,1,4,3.0,10,11,11
2379,GP,M,15,R,LE3,T,4,4,health,other,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,no,no,4,3,4,2,2,1,1.0,13,12,13
2380,MS,M,15,R,GT3,A,1,1,at_home,services,course,mother,2,1,0,no,no,no,no,yes,yes,no,no,5,1,3,1,2,2,1.0,10,9,11
2381,GP,M,16,U,LE3,T,3,3,other,other,reputation,father,1,2,0,no,no,no,no,yes,yes,yes,no,4,1,2,3,3,3,5.0,9,10,10
2382,GP,M,18,U,GT3,T,1,2,at_home,other,other,mother,1,2,0,no,yes,no,no,yes,no,yes,yes,4,5,5,2,1,3,0.0,11,11,10
2383,MS,F,16,R,GT3,T,2,2,other,services,other,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,3,2,3,1,4,3,5.0,14,13,14
2384,GP,F,15,U,LE3,T,1,1,at_home,services,home,mother,1,4,0,no,yes,yes,no,yes,yes,yes,yes,4,1,5,2,1,1,11.0,14,14,14
2385,MS,F,19,U,GT3,A,4,4,teacher,teacher,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,3,5,2,3,5,4.0,8,9,11
2386,GP,M,17,U,LE3,T,3,3,services,other,course,mother,1,2,0,no,no,no,no,yes,yes,no,no,4,5,4,1,2,5,3.0,7,8,9
2387,MS,M,17,R,GT3,T,3,1,other,other,course,mother,2,4,3,no,yes,no,yes,yes,yes,yes,no,4,1,3,1,2,5,1.0,9,0,0
2388,MS,F,17,U,GT3,T,3,3,services,services,home,mother,2,2,0,yes,no,no,no,yes,no,yes,no,4,3,3,1,1,5,1.0,9,8,10
2389,GP,M,16,U,LE3,T,2,2,at_home,other,course,mother,1,2,0,no,no,no,no,yes,yes,yes,no,3,3,5,2,1,5,0.0,13,14,14
2390,GP,M,15,U,GT3,T,2,1,other,services,other,father,1,2,0,no,yes,no,yes,no,yes,yes,no,4,3,2,1,3,2,24.0,15,16,16
2391,GP,M,17,U,LE3,T,2,4,services,teacher,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,4,1,5,5,1.0,10,11,12
2392,GP,F,16,U,GT3,T,3,2,at_home,other,course,father,1,1,0,no,yes,no,yes,yes,yes,yes,no,2,4,4,1,4,1,3.0,15,16,17
2393,GP,F,18,U,GT3,T,2,2,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,5,5,1,1,1,2,2.0,13,14,15
2394,MS,F,17,U,LE3,T,3,3,services,at_home,reputation,mother,1,2,1,no,yes,no,no,yes,yes,no,no,4,3,3,1,4,5,0.0,9,9,10
2395,GP,F,17,U,GT3,T,4,2,services,other,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,3,2,1,1,2,12.0,13,14,14
2396,GP,M,16,U,GT3,T,1,3,other,other,reputation,father,1,2,0,yes,yes,no,no,yes,yes,yes,no,4,2,4,1,1,5,11.0,14,13,14
2397,GP,F,16,U,LE3,T,1,2,other,services,home,mother,1,3,0,no,no,no,no,yes,yes,no,no,5,3,2,1,1,3,4.0,15,14,14
2398,GP,F,16,U,GT3,T,4,4,services,other,home,mother,1,3,0,yes,yes,no,yes,yes,yes,yes,no,5,1,2,2,4,2,10.0,13,14,13
2399,GP,F,17,R,GT3,T,2,2,health,other,reputation,father,2,2,0,yes,yes,no,yes,no,yes,yes,no,5,2,4,1,1,4,3.0,11,13,14
2400,GP,M,17,U,GT3,T,1,1,at_home,at_home,home,mother,2,3,0,no,yes,no,yes,no,yes,yes,no,5,1,4,1,1,3,0.0,12,11,12
2401,MS,F,15,U,GT3,T,4,4,other,other,home,mother,1,3,0,yes,no,no,yes,yes,yes,yes,no,5,1,4,2,2,4,4.0,8,8,9
2402,GP,F,18,U,GT3,T,3,3,health,at_home,home,mother,1,1,0,yes,no,no,no,no,yes,yes,no,4,1,2,1,1,3,4.0,14,13,13
2403,GP,M,19,U,GT3,T,3,2,at_home,services,reputation,mother,1,3,1,no,no,no,yes,no,no,no,no,4,4,3,1,1,2,11.0,8,7,7
2404,GP,M,16,U,GT3,T,4,1,teacher,other,other,father,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,5,1,3,5,0.0,9,8,10
2405,MS,M,16,R,GT3,T,1,1,other,services,course,mother,2,2,1,no,yes,no,yes,yes,yes,yes,yes,4,5,4,1,1,4,4.0,5,8,0
2406,MS,F,17,R,GT3,A,1,1,other,other,home,mother,2,3,0,no,yes,no,no,yes,yes,no,no,2,3,2,1,3,5,4.0,10,12,14
2407,MS,F,16,U,GT3,T,3,2,at_home,services,other,mother,2,2,1,no,yes,no,yes,yes,yes,no,yes,4,1,5,4,1,5,0.0,8,10,11
2408,MS,F,17,R,LE3,T,3,3,other,other,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,5,4,2,1,5,1.0,14,15,15
2409,GP,F,17,U,LE3,T,3,2,services,other,home,mother,2,3,0,no,no,no,no,yes,yes,yes,yes,4,3,3,1,5,3,2.0,13,12,12
2410,MS,F,16,R,GT3,T,1,4,other,teacher,course,father,2,2,1,no,yes,yes,yes,yes,yes,yes,yes,1,4,1,2,3,4,14.0,14,15,15
2411,GP,F,15,U,GT3,T,2,1,other,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,4,1,4,1,1,5,9.0,14,13,14
2412,MS,M,18,R,GT3,T,2,2,other,services,other,mother,3,4,1,no,no,no,yes,yes,no,yes,no,5,4,2,1,3,3,10.0,8,8,7
2413,GP,M,16,U,GT3,T,4,4,other,health,course,father,1,3,0,no,yes,no,no,yes,yes,no,no,3,4,4,1,2,5,3.0,13,14,14
2414,GP,F,19,U,GT3,A,1,1,other,services,other,other,1,2,1,no,yes,no,no,yes,yes,yes,no,4,4,3,3,1,5,4.0,12,9,10
2415,MS,F,18,R,LE3,T,2,4,services,health,course,mother,2,1,0,yes,yes,no,no,yes,yes,yes,yes,3,2,4,1,1,3,1.0,10,10,10
2416,GP,F,17,R,GT3,T,3,2,other,other,home,father,3,2,0,no,yes,no,no,no,yes,yes,yes,1,3,3,1,4,5,1.0,15,15,15
2417,GP,F,15,U,GT3,T,0,2,at_home,services,home,father,3,1,0,no,no,no,no,yes,yes,yes,no,4,4,3,1,3,2,1.0,10,10,10
2418,MS,M,18,R,LE3,T,2,1,other,other,course,mother,4,1,0,no,no,no,no,yes,yes,yes,yes,5,3,3,1,2,1,0.0,7,8,9
2419,MS,F,18,R,GT3,T,2,2,at_home,other,home,father,2,2,0,no,yes,no,no,yes,yes,no,yes,3,2,2,1,4,5,13.0,8,8,0
2420,MS,F,16,R,GT3,T,3,2,other,health,course,father,1,4,0,no,yes,no,no,yes,yes,yes,no,4,2,2,1,2,5,1.0,7,9,10
2421,GP,M,18,U,GT3,T,1,2,other,at_home,course,father,1,2,0,no,no,no,yes,no,yes,no,no,5,3,2,2,4,3,3.0,14,15,16
2422,GP,F,18,R,LE3,T,3,3,other,other,home,mother,1,1,0,no,yes,no,no,no,yes,yes,yes,3,3,4,1,3,1,4.0,12,11,11
2423,GP,F,16,U,GT3,T,3,2,services,other,home,mother,2,2,0,no,no,no,yes,no,yes,yes,no,1,5,5,1,2,1,1.0,14,12,13
2424,GP,F,15,U,LE3,T,3,3,other,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,5,2,1,1,5,3.0,13,13,13
2425,GP,F,17,U,GT3,T,4,4,teacher,other,home,father,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,4,5,1,2,3,3.0,12,13,13
2426,MS,M,16,R,GT3,T,2,2,services,other,course,mother,3,2,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,3,5,2.0,10,12,12
2427,MS,M,18,R,GT3,T,2,2,at_home,services,course,mother,3,1,0,no,no,no,no,yes,yes,yes,yes,3,3,2,1,3,5,1.0,14,16,16
2428,GP,F,17,U,LE3,T,4,1,health,other,home,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,3,3,3,1,2,5,4.0,10,10,1
2429,MS,F,18,U,GT3,T,4,3,health,other,course,mother,4,2,1,no,yes,no,yes,no,no,yes,no,4,5,2,1,3,3,4.0,9,11,11
2430,GP,M,15,U,GT3,T,2,1,other,services,home,father,1,1,0,no,yes,no,yes,yes,yes,yes,no,5,3,5,1,3,4,0.0,14,14,16
2431,MS,M,18,U,GT3,A,2,1,other,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,4,2,3,3,5,1.0,17,16,16
2432,GP,F,15,U,GT3,T,1,1,other,other,home,mother,1,4,0,no,yes,no,yes,no,yes,yes,yes,4,2,3,1,2,3,5.0,14,12,13
2433,GP,F,16,U,GT3,T,1,1,at_home,other,home,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,4,3,2,4,3,29.0,17,17,17
2434,MS,M,16,U,GT3,T,1,1,other,other,course,mother,2,4,2,no,no,no,no,yes,yes,yes,no,4,3,2,2,1,4,4.0,4,8,8
2435,GP,F,16,U,GT3,T,1,1,services,other,course,mother,1,2,0,no,no,no,yes,no,yes,yes,no,4,1,5,2,1,3,10.0,15,14,15
2436,MS,F,16,R,LE3,T,2,2,services,other,course,father,2,1,0,no,yes,no,no,yes,yes,yes,no,4,1,3,1,1,2,17.0,14,15,16
2437,MS,M,17,U,GT3,T,4,2,services,at_home,other,mother,2,2,0,no,yes,no,no,no,yes,no,no,3,3,4,1,1,3,3.0,12,11,12
2438,MS,M,16,U,GT3,T,4,1,health,at_home,reputation,father,1,1,0,no,yes,no,no,yes,yes,yes,yes,4,3,1,2,2,5,8.0,10,10,10
2439,MS,M,17,U,GT3,T,1,1,other,services,home,mother,1,1,0,no,no,no,yes,no,yes,no,yes,3,4,2,1,1,1,2.0,7,8,8
2440,MS,M,18,R,LE3,T,3,1,other,other,course,father,1,2,0,no,yes,no,no,yes,no,yes,no,4,3,5,1,2,5,1.0,9,9,10
2441,GP,F,15,U,GT3,T,4,4,other,services,reputation,mother,1,4,0,no,yes,no,no,yes,yes,yes,yes,5,3,3,1,3,5,6.0,13,14,13
2442,MS,M,19,R,GT3,A,2,2,services,services,course,mother,2,3,1,no,yes,no,yes,yes,no,no,no,4,2,3,1,1,2,9.0,10,11,12
2443,MS,M,15,R,GT3,T,2,2,other,other,course,mother,2,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,1,1,1,5,1.0,14,15,15
2444,GP,F,15,R,GT3,T,2,1,health,other,home,mother,2,2,0,no,yes,no,no,yes,no,no,no,5,3,2,1,1,1,15.0,17,18,17
2445,GP,M,18,U,GT3,T,2,2,other,other,other,mother,1,2,0,no,yes,no,yes,no,yes,yes,no,4,3,3,1,3,5,2.0,15,15,15
2446,GP,F,16,R,LE3,T,2,1,services,other,reputation,mother,2,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,1,1,1,4,1.0,17,18,17
2447,GP,F,18,U,GT3,A,4,3,health,services,home,mother,1,3,0,no,no,no,yes,yes,yes,no,no,4,4,5,3,1,4,1.0,16,16,16
2448,GP,F,18,U,GT3,T,3,4,other,teacher,course,mother,1,2,0,no,yes,no,yes,yes,no,yes,yes,5,3,4,3,2,4,6.0,11,9,10
2449,GP,F,15,U,GT3,T,2,3,other,other,course,mother,1,2,0,yes,yes,no,no,yes,yes,yes,yes,4,1,5,2,3,5,1.0,13,13,14
2450,MS,F,17,U,GT3,T,3,2,other,services,course,mother,1,3,1,no,yes,yes,yes,yes,yes,yes,no,4,2,1,1,1,3,0.0,10,11,11
2451,MS,M,17,U,GT3,T,1,1,at_home,services,home,mother,1,3,0,no,no,no,no,yes,yes,no,yes,1,3,2,1,3,3,2.0,10,9,10
2452,MS,M,18,R,GT3,T,3,2,other,services,home,father,3,2,0,yes,yes,no,yes,yes,yes,no,yes,4,2,5,2,1,4,18.0,10,10,10
2453,GP,F,16,U,LE3,T,3,2,other,other,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,3,2,1,4,5,6.0,12,13,13
2454,GP,M,17,U,GT3,T,4,4,at_home,services,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,1,5,1,3,5,1.0,17,17,17
2455,GP,F,17,U,LE3,T,2,3,services,other,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,2,3,1,4,3,6.0,12,13,12
2456,MS,F,17,R,LE3,T,2,2,at_home,other,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,yes,4,3,4,1,2,3,26.0,17,18,18
2457,GP,F,17,U,GT3,T,3,4,services,teacher,course,mother,1,4,0,no,no,no,no,yes,yes,yes,yes,5,4,3,1,1,4,0.0,15,14,17
2458,GP,F,18,U,GT3,T,0,2,at_home,services,course,other,1,1,2,yes,no,no,no,no,no,yes,yes,4,3,3,5,2,5,0.0,8,10,9
2459,MS,M,18,U,LE3,T,3,3,services,services,course,father,1,3,0,no,yes,no,yes,yes,no,yes,no,5,2,4,1,2,4,3.0,10,9,10
2460,GP,F,16,U,GT3,T,4,3,other,other,course,father,1,1,0,no,yes,no,no,yes,yes,no,no,3,3,5,1,4,5,0.0,16,15,16
2461,GP,M,15,R,LE3,T,4,4,teacher,teacher,reputation,mother,1,1,0,yes,no,no,yes,yes,no,no,yes,2,2,1,3,4,5,8.0,11,12,13
2462,GP,M,16,U,GT3,T,2,1,other,at_home,reputation,mother,2,4,0,no,no,no,no,yes,yes,yes,yes,4,3,3,1,1,5,6.0,16,16,16
2463,MS,M,18,R,GT3,T,2,2,at_home,other,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,4,1,1,1,5,5,0.0,10,13,13
2464,GP,F,15,U,GT3,T,1,1,at_home,services,other,father,1,1,0,yes,yes,no,yes,no,yes,yes,yes,5,4,3,1,1,5,6.0,10,10,10
2465,GP,M,17,R,GT3,A,2,1,other,services,course,mother,3,2,0,no,no,no,yes,yes,yes,yes,no,4,3,3,1,4,5,1.0,8,9,10
2466,GP,M,16,U,LE3,A,1,1,at_home,at_home,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,1,1,3,4,2,1.0,10,12,14
2467,GP,M,18,U,LE3,T,4,2,teacher,other,home,mother,2,1,0,no,no,no,no,yes,yes,yes,yes,3,3,3,1,3,2,1.0,11,12,13
2468,MS,F,15,U,LE3,T,3,2,other,other,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,1,4,3,16.0,8,9,11
2469,GP,F,15,U,LE3,T,3,4,other,teacher,home,mother,1,2,0,no,yes,no,yes,no,yes,yes,yes,3,4,2,1,3,1,2.0,10,9,8
2470,GP,F,17,U,LE3,T,3,4,at_home,teacher,reputation,mother,2,3,0,no,yes,no,no,yes,yes,yes,no,4,4,2,2,2,5,0.0,18,18,18
2471,GP,F,16,U,LE3,A,1,1,other,services,reputation,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,4,2,2,4,3,2,2.0,13,14,14
2472,GP,M,16,U,LE3,T,4,3,other,other,home,father,2,2,0,no,yes,yes,yes,no,yes,yes,no,4,3,2,1,2,5,1.0,13,17,17
2473,GP,M,16,U,GT3,T,3,1,other,at_home,course,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,5,4,1,1,1,2.0,10,11,11
2474,GP,F,16,R,GT3,T,4,3,teacher,other,course,father,2,1,0,yes,yes,no,no,yes,yes,yes,no,5,3,3,2,3,5,8.0,13,14,15
2475,GP,F,18,U,LE3,A,2,2,services,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,2,1,1,4,3.0,10,9,10
2476,GP,M,18,U,LE3,T,2,3,other,other,course,mother,1,2,0,no,no,no,no,no,yes,yes,no,4,2,4,1,1,5,5.0,17,17,17
2477,MS,M,19,R,LE3,T,3,3,other,other,course,mother,2,1,1,no,no,no,no,yes,no,no,no,4,3,4,1,1,4,6.0,11,12,12
2478,MS,F,15,R,GT3,T,2,2,services,other,other,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,3,2,1,1,1,1.0,10,9,10
2479,GP,F,16,U,GT3,T,4,4,other,teacher,home,father,1,2,0,no,no,yes,yes,yes,yes,yes,no,3,3,3,1,2,3,4.0,14,14,15
2480,GP,M,15,U,GT3,A,2,1,other,other,reputation,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,3,4,3,1,1,0.0,15,15,15
2481,GP,M,15,U,GT3,T,4,3,other,services,course,mother,3,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,2,1,3,3,1.0,12,11,12
2482,GP,M,16,U,GT3,T,4,4,health,teacher,home,father,1,1,0,no,no,no,no,yes,yes,yes,yes,5,4,2,1,1,1,3.0,14,15,16
2483,GP,M,16,U,GT3,T,2,2,services,other,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,5,3,4,1,2,3,3.0,14,15,15
2484,MS,F,18,U,GT3,T,4,4,services,health,other,father,3,3,0,no,no,no,no,yes,yes,yes,yes,4,2,2,1,1,5,0.0,10,10,10
2485,GP,M,18,U,GT3,A,1,3,services,other,course,mother,1,1,0,no,yes,no,yes,no,yes,yes,no,2,1,2,1,1,3,1.0,18,18,17
2486,MS,F,15,R,GT3,T,3,3,services,other,other,mother,1,4,0,no,yes,no,yes,yes,yes,no,no,4,3,3,2,2,5,3.0,14,14,16
2487,GP,F,17,U,LE3,A,4,4,teacher,other,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,5,4,1,1,3,5,6.0,10,10,9
2488,GP,F,16,U,LE3,T,2,2,other,other,home,father,1,2,0,no,yes,no,no,yes,yes,yes,yes,5,3,3,1,5,5,1.0,12,13,14
2489,GP,M,16,R,GT3,T,3,1,at_home,services,course,mother,3,2,0,no,no,no,yes,no,yes,yes,yes,2,2,4,1,3,1,1.0,13,13,13
2490,GP,F,17,U,GT3,T,2,2,other,other,home,father,1,2,0,yes,no,no,yes,yes,yes,yes,yes,4,3,4,1,2,1,6.0,10,13,13
2491,GP,M,15,U,GT3,T,1,1,other,other,home,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,4,2,1,1,3,1,4.0,8,8,8
2492,GP,M,18,U,GT3,T,4,2,services,services,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,2,1,4,3,4.0,10,9,11
2493,GP,M,18,R,GT3,T,4,4,teacher,teacher,course,other,1,1,0,no,yes,no,no,no,yes,yes,no,3,3,2,1,2,5,16.0,13,14,14
2494,GP,M,18,U,GT3,T,1,0,other,other,course,mother,2,3,1,no,no,no,yes,yes,no,yes,no,4,5,2,1,4,3,0.0,11,12,14
2495,MS,F,15,R,GT3,A,1,1,at_home,other,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,5,4,2,1,2,3,9.0,12,13,13
2496,GP,F,15,U,LE3,T,2,4,other,teacher,reputation,father,2,1,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,2,2,4,1.0,14,14,15
2497,MS,F,18,U,LE3,A,4,3,teacher,services,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,4,2,2,1,3,10.0,15,15,14
2498,MS,M,16,R,GT3,T,1,4,other,other,other,mother,1,3,0,no,no,no,no,no,yes,no,no,5,4,5,1,1,5,1.0,12,12,12
2499,MS,F,15,U,LE3,T,4,4,other,services,course,mother,1,2,0,no,yes,no,yes,yes,yes,no,yes,4,3,3,1,1,3,3.0,14,15,15
2500,MS,F,15,R,LE3,T,2,2,at_home,other,other,mother,3,2,0,no,yes,no,yes,yes,yes,no,no,4,5,2,2,1,1,4.0,10,9,9
2501,GP,F,17,U,LE3,A,4,4,health,teacher,home,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,5,3,4,1,2,1,17.0,17,18,17
2502,GP,F,17,U,GT3,T,4,4,teacher,services,reputation,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,2,5,1,2,1,1.0,16,15,16
2503,GP,F,17,R,GT3,T,2,1,at_home,services,home,mother,2,3,0,no,yes,no,yes,yes,yes,no,no,1,4,3,1,2,3,2.0,14,13,13
2504,GP,F,18,R,GT3,T,3,1,other,other,home,mother,1,1,0,no,yes,no,yes,no,yes,yes,no,4,3,3,1,3,5,0.0,11,11,12
2505,GP,F,17,U,LE3,T,3,3,other,other,reputation,father,2,2,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,1,5,21.0,13,14,16
2506,GP,F,18,U,LE3,T,4,2,teacher,services,course,mother,2,1,0,no,yes,no,no,no,yes,no,no,5,3,3,1,2,2,1.0,11,11,12
2507,GP,F,17,R,GT3,T,2,2,health,other,home,father,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,4,5,2,1,1,6.0,14,17,15
2508,GP,F,18,U,GT3,T,1,1,at_home,at_home,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,3,3,4,1,2,4,9.0,15,16,16
2509,GP,F,17,U,LE3,T,2,2,services,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,no,no,3,3,1,1,1,5,3.0,14,15,15
2510,MS,F,15,R,GT3,T,4,4,services,teacher,course,mother,2,4,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,2,4,1.0,14,15,16
2511,GP,F,18,U,GT3,T,4,3,services,services,home,mother,2,1,1,no,yes,no,yes,yes,yes,yes,no,4,4,4,3,2,5,2.0,10,11,12
2512,MS,M,20,R,LE3,T,3,3,services,other,other,other,1,1,1,no,no,no,no,yes,no,no,yes,4,3,1,1,2,5,2.0,9,11,10
2513,GP,M,16,U,GT3,T,2,2,at_home,other,home,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,2,4,5,1,4,1,0.0,9,10,10
2514,MS,F,18,R,LE3,T,2,1,other,other,course,mother,1,4,0,no,yes,no,yes,yes,yes,yes,yes,4,5,2,1,3,5,1.0,14,16,15
2515,MS,M,17,U,GT3,T,3,2,other,other,course,father,1,2,0,no,no,no,yes,yes,yes,no,no,4,2,4,1,4,5,3.0,14,14,14
2516,GP,F,17,R,GT3,A,3,2,at_home,other,home,mother,3,1,0,no,yes,no,yes,yes,yes,yes,no,4,4,3,2,1,5,1.0,9,8,10
2517,GP,F,16,U,GT3,T,3,1,services,other,course,father,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,1,5,0.0,13,14,14
2518,MS,F,17,R,GT3,T,1,1,other,at_home,home,mother,1,2,0,yes,yes,no,no,no,yes,no,no,4,3,1,1,1,5,0.0,14,15,15
2519,GP,M,18,U,GT3,T,4,4,other,services,reputation,mother,1,2,0,no,no,no,no,yes,no,yes,no,2,3,4,3,1,5,2.0,11,11,12
2520,MS,M,16,R,GT3,T,1,1,at_home,services,reputation,mother,4,4,0,no,yes,no,no,no,no,yes,no,5,3,5,1,2,3,4.0,9,10,10
2521,GP,M,16,U,LE3,T,2,3,at_home,other,course,mother,1,3,0,no,no,no,no,no,yes,yes,no,5,3,3,1,1,1,1.0,12,12,13
2522,GP,F,16,U,GT3,T,1,1,at_home,other,course,mother,2,4,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,1,3,4,0.0,13,12,12
2523,GP,F,15,R,LE3,T,1,2,other,services,home,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,2,3,6.0,15,14,16
2524,GP,F,18,U,GT3,T,1,1,other,services,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,yes,2,2,3,1,1,2,0.0,13,14,14
2525,GP,M,15,U,GT3,T,0,2,other,other,reputation,mother,2,3,0,no,no,yes,no,yes,yes,yes,no,2,3,2,1,1,5,1.0,10,12,13
2526,MS,M,18,U,GT3,T,4,4,teacher,other,course,father,1,1,0,no,yes,no,yes,yes,no,no,yes,3,4,4,1,1,3,6.0,11,11,11
2527,MS,F,17,R,GT3,T,4,2,teacher,other,course,mother,1,1,0,no,yes,no,no,yes,yes,no,no,4,2,3,1,2,2,1.0,14,13,13
2528,MS,M,18,U,GT3,T,1,2,other,other,other,mother,2,1,0,no,no,no,yes,no,no,yes,yes,4,1,3,1,1,2,4.0,8,8,7
2529,GP,M,16,U,GT3,T,1,1,other,services,reputation,father,1,2,0,no,no,no,no,yes,yes,yes,yes,4,3,5,1,3,3,4.0,10,11,11
2530,GP,F,18,U,GT3,T,1,3,at_home,other,course,mother,1,1,0,yes,yes,no,no,yes,yes,yes,yes,4,3,4,2,1,5,2.0,16,16,16
2531,GP,M,18,U,GT3,T,2,2,other,other,reputation,mother,1,2,3,yes,yes,no,yes,yes,yes,yes,no,2,4,1,2,2,5,1.0,8,9,10
2532,MS,M,19,R,GT3,T,4,1,other,other,course,mother,2,2,1,no,yes,no,yes,yes,yes,yes,yes,5,5,4,2,3,5,3.0,6,8,8
2533,MS,M,15,U,GT3,A,4,4,other,health,other,other,1,2,0,no,yes,no,yes,no,yes,yes,no,4,4,3,2,1,5,17.0,10,10,10
2534,MS,M,18,R,GT3,T,4,4,teacher,health,other,father,3,1,1,no,yes,no,yes,yes,no,yes,yes,4,4,2,3,5,5,14.0,8,0,0
